
,customer_id,age,gender,city,education,income,orders,total_spent,category,payment,discount,rating,website_visits,support_calls,last_purchase,membership,churn,spending_per_order,age_group,purchase_year,purchase_month
57048,C105754,47.0,male,Pune,Master,20786.0,6.0,17989.1,Electronics,Debit Card,14.7,4.7,27,5,2024-02-04,Basic,No,2998.183333333333,middle_aged,2024,2
57049,C184635,28.0,female,Delhi,High School,53086.0,10.0,20134.62,Beauty,Debit Card,15.3,4.9,11,2,2025-08-29,Silver,No,2013.462,adult,2025,8
57051,C149309,48.0,female,Delhi,Bachelor,51336.0,9.0,11077.53,Grocery,Credit Card,14.7,3.5,20,1,2024-01-17,Basic,No,1230.8366666666668,middle_aged,2024,1
57052,C191253,29.0,male,Bangalore,Bachelor,14380.0,6.0,15342.53,Grocery,Credit Card,0.0,2.1,12,0,2026-04-20,Basic,No,2557.0883333333336,adult,2026,4
57053,C190528,22.0,female,Jaipur,High School,27061.0,9.0,30933.89,Clothing,Credit Card,13.8,3.4,18,4,2026-02-14,Gold,No,3437.0988888888887,young,2026,2
57054,C181417,29.0,female,Mumbai,Bachelor,8860.0,10.0,34499.46,Electronics,Cash,20.3,2.9,15,3,2025-08-12,Basic,No,3449.946,adult,2025,8
57055,C167660,40.0,male,Kolkata,Bachelor,49137.0,12.0,19052.06,Sports,Cash,14.7,4.7,14,1,2026-02-09,Basic,No,1587.6716666666669,middle_aged,2026,2
57056,C162353,41.0,female,Hyderabad,Bachelor,49209.0,7.0,13873.86,Grocery,Upi,1.1,4.0,18,1,2025-05-10,Basic,Yes,1981.98,middle_aged,2025,5
57057,C171025,42.0,male,Jaipur,High School,65347.0,12.0,30026.5,Clothing,Net Banking,23.7,2.4,24,1,2024-05-21,Silver,No,2502.2083333333335,middle_aged,2024,5
57058,C187692,39.0,male,panipat,Bachelor,26094.0,8.0,16781.75,Books,Wallet,8.3,3.8,15,3,2025-06-17,Silver,No,2097.71875,adult,2025,6
57059,C126429,38.0,male,Kolkata,High School,40587.0,8.0,18726.07,Electronics,Wallet,3.2,2.4,19,1,2025-10-02,None,No,2340.75875,adult,2025,10
57060,C157637,25.0,male,Bangalore,Bachelor,17518.0,13.0,39461.07,Grocery,Debit Card,18.8,4.5,20,2,2026-04-05,Silver,No,3035.466923076923,adult,2026,4
57061,C138430,28.0,male,Chandigarh,PhD,38324.0,8.0,29255.4,Clothing,Wallet,8.3,3.6,16,1,2024-10-25,Basic,No,3656.925,adult,2024,10
57062,C115110,47.0,male,Pune,Master,79862.0,8.0,26456.11,Beauty,Upi,14.8,2.7,18,1,2025-11-26,Silver,No,3307.01375,middle_aged,2025,11
57063,C146812,34.0,female,Pune,Bachelor,64583.0,7.0,9179.68,Books,Upi,23.1,5.0,25,0,2024-06-26,Basic,No,1311.3828571428571,adult,2024,6
57064,C117888,47.0,female,Hyderabad,Master,54638.0,4.0,12880.16,Grocery,Wallet,0.1,3.9,16,1,2026-05-21,Silver,No,3220.04,middle_aged,2026,5
57065,C156042,30.0,male,Bangalore,Bachelor,51850.0,7.0,16381.85,Books,Net Banking,5.0,3.5,29,2,2024-11-28,Basic,No,2340.264285714286,adult,2024,11
57066,C187911,20.0,male,Bangalore,Bachelor,73107.0,10.0,23484.48,Clothing,Credit Card,1.5,5.0,21,1,2024-10-04,Silver,No,2348.448,young,2024,10
57067,C184297,22.0,male,Mumbai,Master,36524.0,7.0,24867.48,Sports,Credit Card,22.9,3.6,18,0,2024-01-22,Basic,No,3552.497142857143,young,2024,1
57068,C174761,38.0,male,Jaipur,Bachelor,52473.0,9.0,18533.61,Home,Cash,12.6,3.3,17,1,2024-01-31,Silver,No,2059.29,adult,2024,1
57069,C180900,51.0,female,unknown,Master,31280.0,3.0,8381.94,Home,Net Banking,0.0,2.0,19,3,2025-03-08,Silver,No,2793.98,middle_aged,2025,3
57070,C185246,47.0,female,Bangalore,High School,24345.0,13.0,24124.25,Home,Upi,15.5,4.7,21,1,2026-04-28,Basic,No,1855.7115384615386,middle_aged,2026,4
57071,C174970,29.0,female,panipat,Bachelor,26053.0,8.0,24252.64,Electronics,Debit Card,9.1,4.0,14,2,2025-05-04,Silver,No,3031.58,adult,2025,5
57072,C170824,48.0,male,Hyderabad,Master,55290.0,10.0,25740.16,Sports,Upi,14.7,4.2,16,3,2025-10-17,Gold,No,2574.016,middle_aged,2025,10
57073,C174538,47.0,male,Delhi,High School,58440.0,9.0,31866.89,Clothing,Wallet,14.8,3.5,14,2,2025-01-18,Basic,No,3540.7655555555557,middle_aged,2025,1
57074,C146768,35.0,male,Pune,Master,8883.0,7.0,14711.58,Electronics,Cash,16.3,2.7,22,2,2025-12-27,Silver,No,2101.654285714286,adult,2025,12
57075,C170817,23.0,other,Chandigarh,Bachelor,59005.0,9.0,38159.13,Beauty,Wallet,15.2,3.5,18,2,2026-02-02,Silver,No,4239.903333333333,young,2026,2
57076,C160094,48.0,male,Jaipur,Bachelor,65335.0,7.0,21722.23,Sports,Net Banking,15.4,3.6,16,2,2025-02-13,Gold,No,3103.175714285714,middle_aged,2025,2
57077,C197323,30.0,male,Pune,Bachelor,75820.0,10.0,10777.05,Home,Wallet,27.3,4.6,16,0,2025-04-30,Basic,No,1077.705,adult,2025,4
57078,C114222,44.0,male,Chandigarh,Diploma,27831.0,10.0,23795.63,Home,Wallet,12.9,3.3,19,0,2025-06-11,Basic,No,2379.563,middle_aged,2025,6
57079,C160475,46.0,female,Jaipur,Diploma,88538.0,6.0,13875.41,Sports,Wallet,11.5,4.8,16,3,2025-10-12,Basic,No,2312.568333333333,middle_aged,2025,10
57080,C114803,43.0,female,Hyderabad,Bachelor,44345.0,7.0,11196.46,Sports,Credit Card,11.0,2.0,19,2,2024-02-19,Basic,No,1599.4942857142855,middle_aged,2024,2
57081,C149939,28.0,female,Chennai,Bachelor,29932.0,9.0,26043.48,Sports,Cash,14.4,5.0,5,1,2025-12-19,Silver,No,2893.72,adult,2025,12
57082,C133915,27.0,male,Chandigarh,Master,38781.0,14.0,37632.46,Grocery,Wallet,5.4,4.2,16,1,2026-02-14,Gold,No,2688.032857142857,adult,2026,2
57083,C111737,42.0,female,Mohali,Bachelor,62174.0,3.0,4651.62,Beauty,Net Banking,15.0,3.4,24,2,2024-06-27,Gold,No,1550.54,middle_aged,2024,6
57084,C197386,34.0,female,Pune,Master,8000.0,7.0,18575.11,Clothing,Cash,15.7,3.9,20,2,2025-02-21,Gold,No,2653.587142857143,adult,2025,2
57085,C120266,30.0,female,Kolkata,Diploma,34229.0,6.0,17844.99,Grocery,Wallet,8.3,3.0,15,2,2024-10-21,Silver,No,2974.1650000000004,adult,2024,10
57086,C175585,38.0,male,Delhi,Bachelor,45610.0,13.0,22536.15,Books,Debit Card,6.7,4.0,20,6,2026-07-09,Basic,No,1733.5500000000002,adult,2026,7
57087,C172478,29.0,female,panipat,Master,43629.0,5.0,19739.97,Sports,Credit Card,7.2,3.7,19,1,2024-04-05,Basic,No,3947.994,adult,2024,4
57088,C147905,19.0,male,Mohali,Master,79608.0,10.0,34453.65,Grocery,Debit Card,23.4,3.4,18,3,2024-09-20,Silver,Yes,3445.3650000000002,young,2024,9
57089,C152438,30.0,female,panipat,Diploma,21178.0,7.0,22447.81,Books,Credit Card,26.0,4.3,23,1,2025-05-16,Basic,No,3206.8300000000004,adult,2025,5
57090,C135264,22.0,female,panipat,High School,22919.0,4.0,10910.77,Sports,Debit Card,7.1,3.2,17,1,2024-01-08,Platinum,No,2727.6925,young,2024,1
57091,C163195,46.0,male,unknown,High School,37855.0,9.0,26173.48,Beauty,Debit Card,10.2,3.9,20,2,2026-06-05,Basic,No,2908.1644444444446,middle_aged,2026,6
57092,C193159,39.0,male,Jaipur,High School,42856.0,8.0,25063.18,Home,Credit Card,8.7,3.3,20,0,2026-05-15,Gold,No,3132.8975,adult,2026,5
57093,C121875,35.0,female,Chennai,PhD,75006.0,6.0,26737.43,Electronics,Cash,22.9,3.8,14,2,2024-09-17,Silver,No,4456.238333333334,adult,2024,9
57094,C117524,40.0,male,Delhi,Master,31398.0,9.0,11900.69,Sports,Cash,14.5,2.6,16,1,2025-05-13,Gold,No,1322.298888888889,middle_aged,2025,5
57095,C158893,23.0,male,Hyderabad,Diploma,43821.0,6.0,5291.56,Books,Upi,19.6,2.9,11,1,2024-01-30,Basic,No,881.9266666666667,young,2024,1
57096,C123207,32.0,female,Kolkata,Bachelor,29078.0,6.0,19276.18,Beauty,Cash,13.1,3.6,10,1,2025-01-18,Gold,No,3212.6966666666667,adult,2025,1
57097,C130665,34.0,female,Kolkata,Bachelor,18967.0,11.0,21149.71,Clothing,Debit Card,3.8,1.9,23,2,2025-04-11,Gold,No,1922.700909090909,adult,2025,4
57098,C133261,48.0,female,Chennai,Master,91106.0,5.0,13957.86,Beauty,Debit Card,6.8,4.3,21,7,2025-04-27,Gold,No,2791.572,middle_aged,2025,4
57099,C184819,33.0,male,Chandigarh,Diploma,40837.0,10.0,32059.26,Clothing,Wallet,11.6,1.4,21,2,2025-03-13,Gold,No,3205.926,adult,2025,3
57100,C100062,30.0,female,panipat,High School,49630.0,3.0,6684.33,Electronics,Net Banking,2.2,3.1,18,5,2024-02-07,Silver,No,2228.11,adult,2024,2
57101,C193307,25.0,male,Mohali,High School,35133.0,14.0,15816.94,Clothing,Cash,11.2,2.6,12,4,2026-06-22,Silver,No,1129.7814285714287,adult,2026,6
57102,C147539,54.0,female,Jaipur,High School,65676.0,10.0,22859.69,Clothing,Net Banking,11.0,3.5,14,0,2024-12-07,Silver,No,2285.969,middle_aged,2024,12
57103,C107656,28.0,male,Bangalore,High School,82703.0,8.0,22009.82,Books,Debit Card,13.6,4.6,17,2,2024-12-09,Platinum,No,2751.2275,adult,2024,12
57104,C187749,36.0,female,Hyderabad,Bachelor,58652.0,5.0,7507.86,Books,Upi,17.2,4.9,16,3,2026-06-25,Platinum,No,1501.572,adult,2026,6
57105,C104840,38.0,female,panipat,Bachelor,24341.0,4.0,7118.78,Beauty,Debit Card,22.1,2.2,23,2,2026-01-01,Silver,No,1779.695,adult,2026,1
57106,C117026,26.0,female,Kolkata,Master,0.0,8.0,16020.38,Beauty,Debit Card,19.2,4.5,24,3,2024-03-17,None,No,2002.5475,adult,2024,3
57107,C185223,39.0,female,Chennai,Bachelor,80173.0,0.0,0.0,not_specified,Cash,29.2,5.0,15,0,2024-05-12,Silver,No,0.0,adult,2024,5
57108,C184250,35.0,male,Bangalore,Bachelor,32124.0,9.0,23621.03,Sports,Cash,23.1,4.1,15,0,2025-09-13,Silver,No,2624.5588888888888,adult,2025,9
57110,C192545,40.0,female,Chandigarh,Master,43326.0,7.0,18217.91,Books,Upi,11.0,4.4,20,6,2025-09-25,Gold,No,2602.558571428571,middle_aged,2025,9
57111,C120554,29.0,female,Pune,High School,63025.0,9.0,21489.93,Clothing,Debit Card,11.9,2.7,18,1,2024-03-06,Silver,Yes,2387.77,adult,2024,3
57112,C119597,35.0,other,Pune,Bachelor,47811.0,9.0,7786.74,Beauty,Credit Card,11.2,3.9,19,3,2025-01-29,Basic,Yes,865.1933333333333,adult,2025,1
57113,C189120,40.0,female,Chennai,Bachelor,29482.0,7.0,23416.17,Beauty,Upi,8.3,3.5,20,4,2024-07-24,Silver,No,3345.1671428571426,middle_aged,2024,7
57114,C137004,45.0,female,Bangalore,High School,52241.0,5.0,11962.65,Grocery,Net Banking,14.9,5.0,14,3,2024-03-17,Basic,No,2392.5299999999997,middle_aged,2024,3
57115,C141646,26.0,female,Chennai,Master,31437.0,9.0,17923.64,Beauty,Wallet,13.4,4.5,14,4,2025-01-24,Basic,Yes,1991.5155555555555,adult,2025,1
57116,C151351,35.0,female,Jaipur,Master,49222.0,8.0,18552.41,Books,Cash,11.3,4.6,16,1,2026-05-09,Silver,No,2319.05125,adult,2026,5
57117,C104845,34.0,female,Hyderabad,Master,70248.0,6.0,25116.05,Clothing,Upi,3.3,4.1,15,2,2024-12-24,Silver,No,4186.008333333333,adult,2024,12
57119,C136058,39.0,female,Chennai,Master,49849.0,10.0,36763.52,Books,Debit Card,14.1,4.6,20,2,2025-07-05,Silver,No,3676.352,adult,2025,7
57120,C172382,44.0,female,Hyderabad,Bachelor,23672.0,14.0,39277.24,Grocery,Debit Card,16.7,4.2,19,6,2025-07-15,Gold,No,2805.5171428571425,middle_aged,2025,7
57121,C151466,40.0,female,Pune,Diploma,59825.0,6.0,11576.15,Clothing,Debit Card,14.9,5.0,14,0,2024-11-20,Silver,No,1929.3583333333333,middle_aged,2024,11
57122,C144678,31.0,male,Chandigarh,Bachelor,53606.0,4.0,7367.31,Sports,Wallet,10.8,4.4,21,2,2026-06-29,Silver,No,1841.8275,adult,2026,6
57123,C131712,35.0,male,Pune,Master,32414.0,9.0,26123.15,Books,Upi,26.2,3.9,18,3,2025-07-10,Basic,No,2902.5722222222225,adult,2025,7
57124,C139277,26.0,male,Delhi,Bachelor,80470.0,6.0,6279.72,Grocery,Debit Card,24.0,5.0,26,0,2024-11-14,Silver,No,1046.6200000000001,adult,2024,11
57125,C170366,37.0,male,Mohali,Bachelor,55053.0,13.0,29585.79,Clothing,Cash,10.8,3.4,19,3,2026-02-21,Silver,No,2275.83,adult,2026,2
57126,C127736,34.0,male,Mumbai,Bachelor,51907.0,12.0,25570.52,Sports,Cash,6.0,2.4,22,1,2024-07-11,Silver,No,2130.8766666666666,adult,2024,7
57127,C168659,31.0,female,Hyderabad,Bachelor,24266.0,9.0,32028.32,Clothing,Cash,3.8,3.5,16,3,2025-06-23,Basic,No,3558.702222222222,adult,2025,6
57128,C156099,42.0,male,Chennai,Diploma,35019.0,9.0,0.0,Beauty,Cash,18.4,4.0,10,1,2024-10-31,Silver,No,0.0,middle_aged,2024,10
57129,C141265,50.0,female,Jaipur,Bachelor,28638.0,6.0,21862.95,Books,Wallet,11.3,5.0,11,1,2025-02-02,Basic,No,3643.8250000000003,middle_aged,2025,2
57130,C148078,21.0,male,Kolkata,Master,54897.0,7.0,27086.78,Clothing,Debit Card,13.4,4.7,23,2,2025-04-29,Basic,No,3869.54,young,2025,4
57131,C172514,35.0,female,Bangalore,Bachelor,60814.0,6.0,16547.0,Sports,Credit Card,7.0,2.6,16,3,2025-08-25,Basic,No,2757.8333333333335,adult,2025,8
57132,C120216,47.0,female,Chandigarh,Diploma,57638.0,6.0,19690.91,Grocery,Cash,5.4,4.3,19,3,2024-09-20,Basic,No,3281.818333333333,middle_aged,2024,9
57133,C178967,23.0,male,Chennai,Diploma,26155.0,13.0,34978.33,Electronics,Credit Card,17.4,4.4,15,2,2024-10-18,Gold,No,2690.6407692307694,young,2024,10
57134,C136393,30.0,female,Delhi,Bachelor,58247.0,12.0,31714.88,Home,Cash,11.6,3.0,19,4,2024-08-26,Platinum,No,2642.9066666666668,adult,2024,8
57135,C166809,20.0,male,Kolkata,Master,40637.0,5.0,8306.07,Electronics,Upi,12.6,3.6856145474913977,21,2,2025-04-28,Gold,No,1661.214,young,2025,4
57136,C163549,45.0,male,Kolkata,Bachelor,61842.0,9.0,17451.77,Books,Upi,4.1,3.2,17,2,2025-09-11,Silver,No,1939.0855555555556,middle_aged,2025,9
57137,C152643,38.0,female,Chandigarh,High School,60501.0,9.0,26345.5,Electronics,Cash,9.4,3.8,12,2,2024-11-08,Platinum,No,2927.277777777778,adult,2024,11
57139,C175749,18.0,male,Chandigarh,High School,61505.0,13.0,23875.72,Sports,Wallet,3.4,3.0,29,5,2025-12-18,Silver,No,1836.5938461538462,young,2025,12
57140,C150873,44.0,male,Bangalore,Master,66692.0,6.0,13141.53,Grocery,Net Banking,0.4,3.4,16,4,2024-01-04,Basic,No,2190.255,middle_aged,2024,1
57141,C161234,20.0,female,panipat,Master,68808.0,6.0,9245.92,Electronics,Cash,10.5,3.6856145474913977,18,1,2025-11-06,Basic,No,1540.9866666666667,young,2025,11
57142,C117477,35.0,male,Hyderabad,Bachelor,46958.0,8.0,24618.48,Grocery,Upi,18.3,1.2,14,2,2025-05-27,Gold,Yes,3077.31,adult,2025,5
57143,C148903,36.0,male,Delhi,Master,14558.0,13.0,26119.67,Electronics,Cash,15.4,5.0,14,1,2026-02-14,Silver,No,2009.2053846153844,adult,2026,2
57144,C169184,24.0,female,Kolkata,Bachelor,50029.0,3.0,6441.25,Beauty,Cash,19.1,5.0,11,4,2024-07-11,Silver,No,2147.0833333333335,young,2024,7
57145,C107919,40.0,male,Jaipur,Bachelor,46773.0,6.0,18998.32,Electronics,Net Banking,23.1,3.7,14,0,2024-11-28,Gold,No,3166.3866666666668,middle_aged,2024,11
57146,C162137,43.0,female,Pune,Bachelor,75501.0,5.0,5109.33,Electronics,Credit Card,12.6,4.0,17,4,2025-07-26,Basic,No,1021.866,middle_aged,2025,7
57147,C186962,35.0,female,Mohali,High School,94579.0,10.0,20256.85,Books,Upi,26.2,4.0,19,2,2025-04-18,Basic,No,2025.685,adult,2025,4
57148,C191586,34.0,female,Delhi,Diploma,79823.0,14.0,27871.52,Beauty,Upi,4.3,2.5,23,1,2026-01-24,Gold,No,1990.8228571428572,adult,2026,1
57150,C178166,19.0,female,Hyderabad,Master,30376.0,8.0,22734.5,Grocery,Cash,28.3,5.0,15,2,2024-12-23,Silver,No,2841.8125,young,2024,12
57151,C142192,22.0,male,Mumbai,Bachelor,32735.0,6.0,17092.53,Clothing,Credit Card,6.9,4.7,7,2,2025-03-09,Silver,No,2848.7549999999997,young,2025,3
57152,C182236,34.0,female,Chandigarh,Master,37971.0,7.0,9423.1,Home,Wallet,7.0,5.0,22,0,2024-06-29,Gold,No,1346.1571428571428,adult,2024,6
57153,C188242,45.0,female,Hyderabad,Bachelor,53188.0,0.0,0.0,Sports,Net Banking,9.2,3.1,20,2,2026-04-10,Gold,No,0.0,middle_aged,2026,4
57154,C137213,50.0,male,Hyderabad,Diploma,20268.0,10.0,17218.29,Clothing,Debit Card,7.8,3.7,17,2,2025-06-27,Basic,No,1721.8290000000002,middle_aged,2025,6
57155,C192088,66.0,male,Bangalore,Master,38381.0,4.0,11692.05,Sports,Wallet,4.5,4.6,17,2,2025-03-03,Silver,No,2923.0125,middle_aged,2025,3
57156,C166376,39.0,male,Bangalore,Bachelor,8866.0,14.0,45022.105,Electronics,Upi,10.1,3.3,13,5,2026-04-27,Platinum,No,3215.8646428571433,adult,2026,4
57157,C142055,39.0,female,Pune,Bachelor,33692.0,5.0,10933.24,Beauty,Credit Card,22.7,5.0,9,3,2024-11-01,Gold,No,2186.648,adult,2024,11
57158,C112194,43.0,female,Chennai,Master,19181.0,11.0,26024.27,Books,Upi,0.0,4.0,18,6,2026-04-25,Basic,No,2365.842727272727,middle_aged,2026,4
57159,C181782,41.0,male,Chandigarh,Bachelor,48686.0,11.0,40586.15,Books,Net Banking,8.9,4.7,14,4,2024-07-19,Basic,No,3689.65,middle_aged,2024,7
57160,C184513,18.0,male,Chennai,Diploma,41565.0,9.0,20764.06,Clothing,Debit Card,14.2,2.8,13,1,2024-09-15,Basic,No,2307.117777777778,young,2024,9
57161,C118799,39.0,female,Kolkata,Master,42921.0,14.0,38967.03,Sports,Cash,0.7,3.7,15,3,2025-02-11,Platinum,No,2783.3592857142858,adult,2025,2
57162,C164891,29.0,female,Mumbai,Master,72556.0,6.0,13975.17,Home,Wallet,23.1,2.8,19,2,2025-06-03,Basic,No,2329.195,adult,2025,6
57163,C108571,22.0,male,Kolkata,Master,50726.0,11.0,14500.53,Books,Credit Card,4.8,5.0,16,2,2025-04-13,Gold,No,1318.23,young,2025,4
57164,C191557,52.0,female,Pune,Master,18215.0,7.0,15285.49,Sports,Net Banking,14.6,3.0,15,3,2026-01-17,Silver,No,2183.6414285714286,middle_aged,2026,1
57165,C145986,35.0,female,Hyderabad,High School,40831.0,5.0,9405.11,Home,Debit Card,17.2,4.1,14,3,2024-11-05,Silver,No,1881.0220000000002,adult,2024,11
57166,C192275,25.0,female,Jaipur,Master,26280.0,7.0,32399.71,Sports,Credit Card,7.3,2.6,21,2,2026-06-20,Silver,Yes,4628.53,adult,2026,6
57167,C196950,21.0,male,Kolkata,Master,26140.0,8.0,27543.5,Books,Net Banking,30.7,2.3,24,1,2024-05-16,Basic,No,3442.9375,young,2024,5
57168,C199405,32.0,female,unknown,Diploma,56707.0,6.0,19410.78,Books,Net Banking,11.3,4.5,12,2,2024-02-20,Basic,No,3235.1299999999997,adult,2024,2
57169,C196102,23.0,male,Mumbai,Master,39792.0,8.0,12674.22,Electronics,Debit Card,5.0,3.3,18,3,2025-07-29,Silver,No,1584.2775,young,2025,7
57170,C141658,35.0,female,Pune,Diploma,59641.0,7.0,23303.08,Electronics,Net Banking,8.3,5.0,25,2,2024-08-29,Basic,No,3329.011428571429,adult,2024,8
57171,C175927,35.0,female,Pune,Master,8000.0,11.0,28001.2,Grocery,Credit Card,15.5,3.3,21,2,2025-11-17,Silver,No,2545.5636363636363,adult,2025,11
57172,C189134,41.0,male,Pune,Bachelor,66319.0,8.0,16672.69,Books,Net Banking,14.1,3.7,17,2,2024-06-25,Basic,No,2084.08625,middle_aged,2024,6
57173,C195822,52.0,female,panipat,Master,46054.0,5.0,11479.83,Home,Wallet,7.9,3.7,21,2,2025-02-04,Platinum,No,2295.966,middle_aged,2025,2
57174,C199623,35.0,female,Mohali,Bachelor,50606.0,3.0,8289.89,Home,Wallet,6.8,3.3,20,3,2024-07-28,Silver,No,2763.2966666666666,adult,2024,7
57175,C111476,31.0,female,panipat,Master,47399.0,12.0,32325.86,Home,Upi,26.5,2.9,21,2,2025-02-18,Silver,No,2693.8216666666667,adult,2025,2
57176,C194358,40.0,female,Bangalore,Diploma,21005.0,7.0,8872.91,Beauty,Wallet,14.7,3.6,22,2,2024-03-19,Silver,No,1267.5585714285714,middle_aged,2024,3
57177,C156679,50.0,female,Pune,Master,30784.0,10.0,36417.81,Beauty,Credit Card,8.8,4.5,14,2,2024-09-14,Platinum,No,3641.781,middle_aged,2024,9
57178,C165936,33.0,female,Mumbai,Bachelor,21216.0,6.0,12171.63,Sports,Cash,20.3,4.1,23,1,2026-02-02,Basic,No,2028.6049999999998,adult,2026,2
57179,C175499,30.0,male,Hyderabad,High School,32179.0,11.0,29922.72,Clothing,Cash,10.3,3.7,14,1,2024-02-10,Silver,No,2720.247272727273,adult,2024,2
57180,C145654,25.0,male,Chennai,High School,53729.0,2.0,3967.2,Clothing,Debit Card,6.7,4.1,16,2,2024-09-07,Platinum,Yes,1983.6,adult,2024,9
57181,C169879,33.0,male,Pune,Master,29643.0,6.0,4142.11,Beauty,Credit Card,24.9,3.6856145474913977,8,2,2026-02-11,Basic,No,690.3516666666666,adult,2026,2
57182,C162329,34.0,female,Mohali,Bachelor,39467.0,7.0,14072.47,Electronics,Upi,21.4,3.8,13,1,2026-02-02,Basic,No,2010.3528571428571,adult,2026,2
57183,C186822,35.0,male,panipat,High School,73524.0,6.0,13793.04,Electronics,Credit Card,18.7,3.1,16,1,2025-02-11,Basic,Yes,2298.84,adult,2025,2
57184,C159085,42.0,female,Mohali,Diploma,43675.0,6.0,13540.01,Grocery,Credit Card,8.0,4.5,16,4,2025-11-23,Silver,No,2256.6683333333335,middle_aged,2025,11
57186,C113129,22.0,female,Chandigarh,High School,37968.0,15.0,33091.81,Clothing,Debit Card,2.0,4.4,20,0,2024-05-26,Silver,No,2206.1206666666667,young,2024,5
57188,C157578,30.0,female,Hyderabad,Bachelor,32417.0,9.0,11744.02,Grocery,Debit Card,2.8,3.8,26,0,2024-09-04,Silver,No,1304.891111111111,adult,2024,9
57189,C134049,27.0,male,Hyderabad,Diploma,37215.0,12.0,36944.16,Sports,Credit Card,13.0,3.5,18,2,2024-11-02,Basic,No,3078.6800000000003,adult,2024,11
57190,C171830,39.0,male,Delhi,Bachelor,46909.0,3.0,7799.43,Beauty,Cash,11.4,3.9,15,1,2024-09-26,Basic,No,2599.81,adult,2024,9
57191,C191398,29.0,male,Delhi,Bachelor,34355.0,8.0,11369.24,Sports,Net Banking,11.8,3.7,16,2,2024-09-18,Basic,No,1421.155,adult,2024,9
57192,C137104,24.0,female,Delhi,Bachelor,50605.0,7.0,8563.82,Clothing,Credit Card,17.1,4.3,25,1,2026-04-22,Silver,No,1223.402857142857,young,2026,4
57193,C160630,27.0,female,Chennai,Master,43548.0,9.0,30093.46,Clothing,Net Banking,17.1,4.9,28,1,2024-09-09,Basic,No,3343.717777777778,adult,2024,9
57194,C152314,56.0,male,Hyderabad,Master,78116.0,9.0,20582.77,Sports,Debit Card,11.8,3.4,8,4,2026-06-05,Silver,No,2286.9744444444445,middle_aged,2026,6
57195,C113193,34.0,female,Chandigarh,Bachelor,41873.0,10.0,29375.89,Home,Credit Card,17.6,4.6,19,6,2025-05-11,Gold,No,2937.589,adult,2025,5
57196,C131455,37.0,male,Hyderabad,Bachelor,53742.0,11.0,25388.68,Clothing,Debit Card,9.9,3.2,17,2,2024-12-05,Silver,No,2308.061818181818,adult,2024,12
57197,C122249,55.0,male,Kolkata,Bachelor,14424.0,10.0,15271.63,Sports,Credit Card,5.0,3.9,15,2,2026-02-24,Silver,No,1527.163,middle_aged,2026,2
57198,C164834,35.0,male,panipat,PhD,57552.0,1.0,124.68,Electronics,Credit Card,13.5,3.6,29,2,2025-01-31,Gold,Yes,124.68,adult,2025,1
57199,C195099,35.0,male,panipat,Master,68803.0,9.0,21789.27,Home,Debit Card,15.9,4.3,19,2,2024-06-13,Silver,No,2421.03,adult,2024,6
57200,C189947,31.0,male,Kolkata,Bachelor,51922.0,8.0,22862.45,Grocery,Cash,15.7,3.2,21,3,2025-02-10,Gold,No,2857.80625,adult,2025,2
57201,C157534,32.0,male,Mohali,Bachelor,58287.0,9.0,29295.92,Home,Upi,28.6,3.3,26,0,2025-12-05,Platinum,No,3255.102222222222,adult,2025,12
57202,C194053,30.0,female,panipat,High School,49000.0,4.0,5234.82,Grocery,Debit Card,23.3,3.0,21,6,2025-10-28,Basic,No,1308.705,adult,2025,10
57203,C151704,38.0,other,Jaipur,Bachelor,35826.0,8.0,18200.49,Clothing,Cash,26.7,3.2,11,0,2026-05-20,Gold,No,2275.06125,adult,2026,5
57204,C137784,43.0,female,Kolkata,High School,70894.0,8.0,23017.43,Grocery,Wallet,20.4,4.6,22,1,2025-03-17,Basic,No,2877.17875,middle_aged,2025,3
57205,C119786,22.0,male,Chandigarh,Master,22295.0,10.0,27215.68,Beauty,Wallet,7.8,3.1,17,1,2026-01-03,Basic,No,2721.568,young,2026,1
57206,C174570,43.0,female,unknown,Bachelor,36266.0,15.0,25780.23,Home,Cash,2.0,3.5,13,4,2025-06-03,Silver,Yes,1718.682,middle_aged,2025,6
57207,C103101,23.0,female,Mohali,Master,36597.0,4.0,10274.48,Electronics,Net Banking,0.0,3.9,19,0,2026-04-15,Basic,No,2568.62,young,2026,4
57208,C123358,37.0,female,Bangalore,Bachelor,46727.0,5.0,15363.18,Sports,Upi,13.8,2.6,17,0,2026-02-08,Silver,No,3072.636,adult,2026,2
57209,C135244,33.0,male,Chennai,Master,13736.0,9.0,25010.22,Electronics,Wallet,20.8,4.9,26,2,2025-04-19,Silver,No,2778.9133333333334,adult,2025,4
57210,C169024,50.0,female,Chandigarh,High School,36521.0,6.0,12877.43,Grocery,Credit Card,24.1,3.0,11,2,2026-04-20,Basic,No,2146.2383333333332,middle_aged,2026,4
57211,C149819,32.0,male,Mumbai,Bachelor,27395.0,4.0,12706.56,Home,Net Banking,0.3,2.5,17,1,2025-05-15,Basic,No,3176.64,adult,2025,5
57212,C107832,57.0,male,Mumbai,Master,45966.0,7.0,13051.49,Books,Credit Card,16.8,4.1,18,1,2026-02-02,Gold,No,1864.4985714285715,middle_aged,2026,2
